City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
198,College,US,2022-06-12 02:52:00,64.8569,-147.8028,70.0,35,75,10.36
199,Merritt Island,US,2022-06-12 02:51:31,28.5392,-80.672,77.09,89,75,6.91
200,Esperance,AU,2022-06-12 02:52:01,-33.8667,121.9,64.98,62,68,16.24
201,Saint-Leu,RE,2022-06-12 02:52:01,-21.15,55.2833,68.83,73,11,11.5
202,Araouane,ML,2022-06-12 02:52:02,18.9048,-3.5265,85.32,41,32,14.07
203,Saint-Philippe,RE,2022-06-12 02:52:02,-21.3585,55.7679,63.99,81,40,13.15
204,Henties Bay,NA,2022-06-12 02:52:02,-22.116,14.2845,64.24,55,0,2.84
205,Xichang,CN,2022-06-12 02:52:03,27.8964,102.2634,65.16,96,100,1.19
206,Katiola,CI,2022-06-12 02:52:04,8.1333,-5.1,74.03,95,99,6.31
207,Saskylakh,RU,2022-06-12 02:52:04,71.9167,114.0833,63.57,37,3,9.31
208,Meulaboh,ID,2022-06-12 02:52:05,4.1363,96.1285,75.31,88,100,4.16
209,Krasnyy Luch,UA,2022-06-12 02:52:05,48.1395,38.9371,67.01,81,79,7.38
210,Kutno,PL,2022-06-12 02:52:06,52.2306,19.3641,59.09,75,26,5.97
211,Nishihara,JP,2022-06-12 02:52:06,26.1842,127.7558,77.05,91,100,4.61
212,Marawi,PH,2022-06-12 02:52:07,7.9986,124.2928,82.02,60,41,4.76
213,Jiangkou,CN,2022-06-12 02:52:07,25.4872,119.1986,71.02,94,100,2.08
214,Yarada,IN,2022-06-12 02:52:08,17.65,83.2667,86.32,79,75,4.61
215,Ayabaca,PE,2022-06-12 02:52:08,-4.6398,-79.7149,48.13,91,85,4.09
216,Kamenka,RU,2022-06-12 02:52:09,51.3223,42.7678,62.42,82,58,6.53
217,Hermanus,ZA,2022-06-12 02:52:09,-34.4187,19.2345,54.81,49,69,7.38
218,Kaabong,UG,2022-06-12 02:52:10,3.4836,34.1492,61.84,74,1,6.26
219,Great Yarmouth,GB,2022-06-12 02:52:10,52.6083,1.7305,53.94,94,4,11.21
220,Hongjiang,CN,2022-06-12 02:52:11,27.11,109.9956,72.27,89,100,3.2
221,Chau Doc,VN,2022-06-12 02:52:16,10.7,105.1167,89.94,59,99,2.77
222,Tual,ID,2022-06-12 02:52:17,-5.6667,132.75,82.98,73,98,6.08
223,Baykit,RU,2022-06-12 02:52:17,61.67,96.37,67.48,38,100,9.71
224,Kedrovyy,RU,2022-06-12 02:52:18,56.1667,91.8167,64.81,86,100,4.14
225,Klaksvik,FO,2022-06-12 02:52:18,62.2266,-6.589,49.12,96,99,13.91
226,Saldanha,ZA,2022-06-12 02:52:18,-33.0117,17.9442,57.25,81,100,14.41
227,Larsnes,NO,2022-06-12 02:52:19,62.2028,5.5773,56.01,82,100,8.68
228,Derbent,RU,2022-06-12 02:52:19,42.0678,48.2899,68.56,61,6,7.05
229,Bereda,ES,2022-06-12 02:52:20,43.2686,-7.5406,62.42,99,100,6.42
230,Karratha,AU,2022-06-12 02:52:20,-20.7377,116.8463,78.58,56,45,16.58
231,Saint-Georges,GD,2022-06-12 02:52:21,12.0564,-61.7485,82.08,74,20,29.93
232,Ixtapa,MX,2022-06-12 02:52:21,20.7,-105.2,83.23,83,28,1.01
233,Leningradskiy,RU,2022-06-12 02:52:21,69.3833,178.4167,39.04,64,23,6.8
234,Mareeba,AU,2022-06-12 02:52:22,-17.0,145.4333,74.48,59,41,5.35
235,Easton,US,2022-06-12 02:52:23,40.6884,-75.2207,62.56,78,36,1.72
236,Booue,GA,2022-06-12 02:52:23,-0.0921,11.9385,71.73,98,13,2.53
237,Friockheim,GB,2022-06-12 02:52:23,56.6378,-2.6636,51.35,76,100,15.73
238,Stykkisholmur,IS,2022-06-12 02:52:24,65.0757,-22.7297,44.31,86,99,9.95
239,San Carlos,VE,2022-06-12 02:52:24,9.6612,-68.5827,73.69,94,99,2.62
240,Kenitra,MA,2022-06-12 02:52:25,34.261,-6.5802,72.36,84,100,2.84
241,Wicklow,IE,2022-06-12 02:52:25,53.0,-6.4167,48.07,93,81,9.71
242,Elko,US,2022-06-12 02:52:25,41.0002,-115.5012,80.62,29,8,8.57
243,Wilkie,CA,2022-06-12 02:52:26,52.4168,-108.7014,64.78,65,62,6.33
244,Katangli,RU,2022-06-12 02:52:26,51.7102,143.2326,53.96,73,39,10.8
245,Arroio Grande,BR,2022-06-12 02:52:26,-32.2375,-53.0869,42.71,49,0,13.62
246,Karlskrona,SE,2022-06-12 02:52:27,56.1616,15.5866,50.45,90,54,8.77
247,Chernyshevskiy,RU,2022-06-12 02:52:27,63.0128,112.4714,50.05,64,86,7.11
248,Krasnosilka,UA,2022-06-12 02:52:28,46.6226,30.7742,66.58,78,90,11.01
249,Seymchan,RU,2022-06-12 02:52:28,62.8833,152.4333,52.09,56,96,7.54
250,Bozoum,CF,2022-06-12 02:52:29,6.3193,16.3799,66.78,95,33,4.14
251,Mahebourg,MU,2022-06-12 02:52:29,-20.4081,57.7,68.29,100,75,3.44
252,Bolshoye Nagatkino,RU,2022-06-12 02:52:29,54.5196,47.9679,54.27,85,2,8.25
253,Si Sa Ket,TH,2022-06-12 02:52:30,14.8333,104.3333,90.88,57,96,5.77
254,Alta Floresta,BR,2022-06-12 02:52:30,-9.8756,-56.0861,68.74,77,60,3.11
255,Antofagasta,CL,2022-06-12 02:52:24,-23.65,-70.4,56.48,73,34,4.81
256,Jizan,SA,2022-06-12 02:52:31,17.3333,42.6667,85.14,65,57,1.03
257,Constitucion,CL,2022-06-12 02:52:31,-35.3333,-72.4167,49.91,71,98,2.37
258,Aksu,CN,2022-06-12 02:52:31,41.1231,80.2644,88.61,15,54,9.95
259,Puertollano,ES,2022-06-12 02:52:32,38.6871,-4.1073,72.09,29,84,2.44
260,Aiken,US,2022-06-12 02:52:32,33.5835,-81.5998,79.93,77,0,10.36
261,North Platte,US,2022-06-12 02:52:31,41.1239,-100.7654,80.49,60,0,11.01
262,Cherskiy,RU,2022-06-12 02:52:33,68.75,161.3,69.55,21,41,10.98
263,Adrar,MR,2022-06-12 02:52:33,20.5022,-10.0711,88.84,16,57,10.71
264,Praia,CV,2022-06-12 02:51:00,14.9215,-23.5087,73.94,78,20,10.36
265,Lewiston,US,2022-06-12 02:52:34,44.1003,-70.2148,62.38,93,0,0.0
266,Upernavik,GL,2022-06-12 02:52:34,72.7868,-56.1549,27.68,84,100,16.06
267,Presidente Prudente,BR,2022-06-12 02:52:39,-22.1256,-51.3889,51.35,76,0,4.61
268,Padang,ID,2022-06-12 02:52:40,-0.9492,100.3543,77.05,79,100,4.36
269,Lahaina,US,2022-06-12 02:52:40,20.8783,-156.6825,84.2,86,15,14.92
270,Amazar,RU,2022-06-12 02:52:40,53.858,120.875,76.71,36,100,3.94
271,Shelburne,CA,2022-06-12 02:51:15,44.0787,-80.2041,58.35,92,100,2.77
272,Wattegama,LK,2022-06-12 02:52:41,6.7989,81.4808,82.2,64,100,6.82
273,Cururupu,BR,2022-06-12 02:48:38,-1.8283,-44.8683,74.1,96,96,2.53
274,Dalvik,IS,2022-06-12 02:52:42,65.9702,-18.5286,44.53,98,100,5.59
275,Huarmey,PE,2022-06-12 02:52:42,-10.0681,-78.1522,63.72,85,15,8.59
276,Rehoboth,NA,2022-06-12 02:50:42,-23.3167,17.0833,51.31,47,0,7.36
277,Nalut,LY,2022-06-12 02:52:42,30.3333,10.85,67.84,49,0,10.09
278,Broken Hill,AU,2022-06-12 02:52:43,-31.95,141.4333,53.98,59,2,13.6
279,Rameswaram,IN,2022-06-12 02:52:43,9.2833,79.3,83.37,75,100,13.82
280,Lerwick,GB,2022-06-12 02:52:44,60.1545,-1.1494,51.8,91,97,25.01
281,Victoria,HK,2022-06-12 02:52:44,22.2855,114.1577,86.38,86,100,15.01
282,Vila Franca Do Campo,PT,2022-06-12 02:52:44,37.7167,-25.4333,62.2,93,74,7.18
283,Gawler,AU,2022-06-12 02:52:45,-34.6,138.7333,59.22,70,65,8.34
284,Sao Joao Da Barra,BR,2022-06-12 02:52:45,-21.6403,-41.0511,66.56,87,100,7.11
285,Port Macquarie,AU,2022-06-12 02:52:45,-31.4333,152.9167,65.89,35,1,9.4
286,Churapcha,RU,2022-06-12 02:52:46,62.0025,132.4325,71.13,45,100,9.73
287,Dzerzhinsk,RU,2022-06-12 02:52:46,56.2389,43.4631,53.42,66,0,6.71
288,Boralday,KZ,2022-06-12 02:52:47,43.3578,76.8594,76.86,47,40,2.24
289,Nouadhibou,MR,2022-06-12 02:52:47,20.931,-17.0347,67.98,88,0,21.85
290,Vila,PT,2022-06-12 02:52:47,42.0304,-8.1588,57.7,87,9,5.48
291,Zeya,RU,2022-06-12 02:52:48,53.75,127.2667,80.71,31,32,8.9
292,Sinnamary,GF,2022-06-12 02:52:48,5.3833,-52.95,76.42,88,98,6.85
293,Mishelevka,RU,2022-06-12 02:52:49,52.8575,103.1719,74.79,39,15,5.26
294,Iquique,CL,2022-06-12 02:50:37,-20.2208,-70.1431,59.04,77,35,3.62
295,Warman,CA,2022-06-12 02:52:49,52.3168,-106.5679,69.71,35,75,14.97
